,file_path,sentence,section,entities,labels,position_start,position_end,abbreviations,abbreviations_longform,abbreviation_start,abbreviation_end
5404,/Users/pm286/projects/semanticClimate/climate_justice/PMC7708558/sections/1_body/5_discussion_and_conclusions/6_p.xml,Netherwood et al.,DIS,Netherwood,ORG,0,10,,,,
5405,/Users/pm286/projects/semanticClimate/climate_justice/PMC7708558/sections/1_body/5_discussion_and_conclusions/6_p.xml,2006 ; Williams  2013 ; Lange  2018 ; O’Neil  2018 ; Mcphie and Clarke  2019 ; Taylor and Pacini-Ketchabaw  2019 ); environmental values (e.g.,DIS,"Mcphie, Clarke","ORG, ORG","53, 64","59, 70",,,,
5410,/Users/pm286/projects/semanticClimate/climate_justice/PMC7708558/sections/1_body/5_discussion_and_conclusions/6_p.xml,Cielemęcka and Daigle  2019 ; Fox and Alldred  2019 ; Smith  2019 ); and quantum theory in sustainability (e.g.,DIS,Fox,ORG,30,33,,,,
5418,/Users/pm286/projects/semanticClimate/climate_justice/PMC6086283/sections/1_body/4_discussion/3_transferability_of_results/1_p.xml,It thus differs from a straightforward SES or socio-technical systems approach.,DIS,SES,ORG,39,42,,,,
5423,/Users/pm286/projects/semanticClimate/climate_justice/PMC6086283/sections/1_body/4_discussion/3_transferability_of_results/2_p.xml,"According to this research, there is considerable and growing direct interaction of international environmental bureaucracies (macro-level) with non-state actors (micro-level) for implementing international norms and rules (Hickmann and Elsässer  2017 ).",DIS,Hickmann,ORG,224,232,,,,
5434,/Users/pm286/projects/semanticClimate/climate_justice/PMC6086283/sections/1_body/4_discussion/1_topology/1_p.xml,"As the relationships between macro-level and meso-level are mediated by the micro-level, the normative structure of the sustainability discourse emerging from the three documents is different from the structure of standard and (near-)decomposable (ND) systems.",DIS,ND,ORG,248,250,,,,
5436,/Users/pm286/projects/semanticClimate/climate_justice/PMC6086283/sections/1_body/4_discussion/1_topology/1_p.xml,"As opposed to this formal hierarchy of ND systems, i.e., box-in-box-in-box systems, the scheme in Fig.",DIS,ND,ORG,39,41,,,,
5444,/Users/pm286/projects/semanticClimate/climate_justice/PMC6086283/sections/1_body/4_discussion/2_relation_to_other_models/1_p.xml,"All these approaches include social phenomena and norms while adopting a fundamental premise related to the biological study of ND systems by Simon ( 2002 ,  1962 ): the relation of fast variables to lower levels, also called niche level, and slow variables to higher levels, also called landscape and sometimes regime level.",DIS,ND,ORG,128,130,,,,
5465,/Users/pm286/projects/semanticClimate/climate_justice/PMC8124940/sections/1_body/3_4._discussion/8_p.xml,"However, it should be noted that our study did not completely warrant the application of image classification methods due to the desirability of capturing an image comparable to other data used in calculating UHRI.",DIS,UHRI,ORG,209,213,,,,
5466,/Users/pm286/projects/semanticClimate/climate_justice/PMC8124940/sections/1_body/3_4._discussion/8_p.xml,"Second, our analysis was based on ward level data and socio-demographic variables available in the Census of India.",DIS,the Census of India,ORG,95,114,,,,
5468,/Users/pm286/projects/semanticClimate/climate_justice/PMC8124940/sections/1_body/3_4._discussion/8_p.xml,"Third, it should be noted that our statistical findings are based on environmental and socio-demographic variables from 2011 which represents the latest year for which population data are currently available in the Census of India.",DIS,the Census of India,ORG,211,230,,,,
5471,/Users/pm286/projects/semanticClimate/climate_justice/PMC8124940/sections/1_body/3_4._discussion/8_p.xml,"Finally, since our study focuses on a single urban area (i.e., NCT of Delhi) located within India’s northern agricultural belt, our findings may not be applicable to other cities located in other regions of India.",DIS,NCT,ORG,63,66,,,,
5473,/Users/pm286/projects/semanticClimate/climate_justice/PMC8124940/sections/1_body/3_4._discussion/3_p.xml,"Although temperatures and UHRI values decline considerably after the monsoon, wards with a higher proportion of children and lower proportion of households with assets were still found to face significantly greater heat exposure in September.",DIS,UHRI,ORG,26,30,,,,
5475,/Users/pm286/projects/semanticClimate/climate_justice/PMC8124940/sections/1_body/3_4._discussion/1_p.xml,"This study extends research on climate justice by analyzing social inequities in the spatial distributions of: (1) urban heat exposure, based on the UHRI--an index of physical factors correlated with the urban heat island effect; and (2) proximity to urban greenspace based on the NDVI in the NCT of Delhi.",DIS,"UHRI, NCT","ORG, ORG","149, 293","153, 296",,,,
5476,/Users/pm286/projects/semanticClimate/climate_justice/PMC8124940/sections/1_body/3_4._discussion/1_p.xml,"In spatial terms, Delhi has a heterogeneous distribution of the UHRI and NDVI reflecting its complex urban morphology.",DIS,UHRI,ORG,64,68,,,,
5479,/Users/pm286/projects/semanticClimate/climate_justice/PMC8124940/sections/1_body/3_4._discussion/1_p.xml,"Parallel to the Yamuna and to its west is the Delhi Ridge, which comprises a series of discontinuous outcrops of the Aravalli Hills.",DIS,Yamuna,ORG,16,22,,,,
5483,/Users/pm286/projects/semanticClimate/climate_justice/PMC8124940/sections/1_body/3_4._discussion/1_p.xml,"However, in the post-monsoon period, these northern and western areas show vegetation levels that match or exceed the Yamuna and Ridge areas, possibly due to crop growth.",DIS,Yamuna,ORG,118,124,,,,
5493,/Users/pm286/projects/semanticClimate/climate_justice/PMC8124940/sections/1_body/3_4._discussion/2_p.xml,"With respect to the UHRI in May, the hottest month of the year, we found several vulnerable groups such as children, agricultural workers, and larger sized households to be significantly overrepresented in wards with greater heat exposure, after controlling for spatial clustering, population density, and other relevant factors.",DIS,UHRI,ORG,20,24,,,,
5497,/Users/pm286/projects/semanticClimate/climate_justice/PMC8124940/sections/1_body/3_4._discussion/2_p.xml,"The prevalence of agricultural workers in wards with higher pre-monsoon UHRI is especially noteworthy, since employment in outdoor labor is a key risk factor in heat exposure  21 , 22 .",DIS,UHRI,ORG,72,76,,,,
5498,/Users/pm286/projects/semanticClimate/climate_justice/PMC8124940/sections/1_body/3_4._discussion/2_p.xml,"Given that the proportion of agricultural workers was significantly and positively related to UHRI in May, the need to consider heat stress experienced by agricultural workers becomes important in the case of Delhi.",DIS,UHRI,ORG,94,98,,,,
5500,/Users/pm286/projects/semanticClimate/climate_justice/PMC8124940/sections/1_body/3_4._discussion/6_p.xml,"Greenspace as measured by the NDVI is also related to economic factors, specifically households with assets and electricity.",DIS,NDVI,ORG,30,34,,,,
5507,/Users/pm286/projects/semanticClimate/climate_justice/PMC8124940/sections/1_body/3_4._discussion/4_p.xml,"Households owning homes were significantly associated with lower greenspace in May, and this finding potentially reflects the absence of lower or moderate income residents in wards characterized by expensive rental housing and higher greenspace.",DIS,Households,ORG,0,10,,,,
5510,/Users/pm286/projects/semanticClimate/climate_justice/PMC9306476/sections/2_body/3_discussion/8_p.xml,The Carbon Literacy Project is a source of accredited training where participants develop their own sustainability actions to implement in their workplace or study setting  33 .,DIS,The Carbon Literacy Project,ORG,0,27,,,,
5520,/Users/pm286/projects/semanticClimate/climate_justice/PMC9306476/sections/2_body/3_discussion/3_p.xml,The Higher Education Climate Action Toolkit is a practical guide to devise and implement climate action plans  24 .,DIS,The Higher Education Climate Action Toolkit,ORG,0,43,,,,
5532,/Users/pm286/projects/semanticClimate/climate_justice/PMC9306476/sections/2_body/3_discussion/5_p.xml,The London School of Hygiene and Tropical Medicine is among those institutions divesting their assets from fossil fuel investments and reporting on this transparently  29 .,DIS,The London School of Hygiene and Tropical Medicine,ORG,0,50,,,,
5534,/Users/pm286/projects/semanticClimate/climate_justice/PMC9306476/sections/2_body/3_discussion/7_p.xml,"The United Nations Environment Programme (UNEP) Little Book of Green Nudges offers guidance on how to make the sustainable options easy, attractive, social and timely  12 .",DIS,The United Nations Environment Programme,ORG,0,40,,,,
5538,/Users/pm286/projects/semanticClimate/climate_justice/PMC9306476/sections/2_body/3_discussion/2_p.xml,The Greenhouse Gas Protocol (GHG Protocol) is a globally recognised set of tools to measure and track emissions  18 .,DIS,The Greenhouse Gas Protocol,ORG,0,27,,,,
5539,/Users/pm286/projects/semanticClimate/climate_justice/PMC9306476/sections/2_body/3_discussion/2_p.xml,The GHG Protocol categorises emissions into three scopes: scope 1 emissions are generated directly from sources owned or controlled by the organisation; scope 2 emissions are caused indirectly from the generation of purchased energy; and scope 3 emissions are caused indirectly are a result of the organisations operations and activities  19 .,DIS,GHG,ORG,4,7,,,,
5541,/Users/pm286/projects/semanticClimate/climate_justice/PMC9306476/sections/2_body/3_discussion/2_p.xml,The GHG Protocol also offers online training on how to estimate emissions  20 .,DIS,GHG,ORG,4,7,,,,
5542,/Users/pm286/projects/semanticClimate/climate_justice/PMC9306476/sections/2_body/3_discussion/2_p.xml,"In addition, carbon emissions calculations and methods are well described in a recent paper from a group of astronomy research institutions in the Netherlands and an online tool to calculate emissions from air travel is available from the Institute de Recherche Astrophysique et Planetologie (IRAP)  21 ,  22 ,  23 .",DIS,the Institute de Recherche Astrophysique et Planetologie (IRAP,ORG,235,297,,,,
5546,/Users/pm286/projects/semanticClimate/climate_justice/PMC9306476/sections/2_body/3_discussion/6_p.xml,One example of this is the solar power installation at the MRC Unit The Gambia at the London School of Hygiene and Tropical Medicine  29 .,DIS,"MRC, the London School of Hygiene and Tropical Medicine","ORG, ORG","59, 82","62, 132",,,,
5551,/Users/pm286/projects/semanticClimate/climate_justice/PMC9306476/sections/2_body/3_discussion/10_boxed-text/3_p.xml,"UNEP Green Nudges, Race to Zero, My Green Lab and LEAF are relevant for academic institutions.",DIS,UNEP Green Nudges,ORG,0,17,,,,
5553,/Users/pm286/projects/semanticClimate/climate_justice/PMC9306476/sections/2_body/3_discussion/10_boxed-text/3_p.xml,"Partner on sustainability with global health research institutions in LMIC and incorporate skills for the green economy into training, internship and youth outreach programmes.",DIS,LMIC,ORG,70,74,,,,
5573,/Users/pm286/projects/semanticClimate/climate_justice/PMC9563323/sections/2_body/4_discussion_and_recommendations/3_p.xml,"In the case of promoting reusable plastic packaging systems, this translates to a positive framing of the phenomenon of reuse, combined with a negative framing of concrete (non-)reuse actions, e.g.",DIS,non-)reuse,ORG,173,183,,,,
5623,/Users/pm286/projects/semanticClimate/climate_justice/PMC9535969/sections/2_body/4_5._discussion/2_p.xml,"The first two main themes we have identified are common while debating this topic and they were also shared within Group VI, the ‘control group’.",DIS,Group VI,ORG,115,123,,,,
5628,/Users/pm286/projects/semanticClimate/climate_justice/PMC9535969/sections/2_body/4_5._discussion/6_p.xml,"Historically, some exercises of public engagement with geoengineering have included experts, supporting the ‘lay public’ in the identification of social and ethical concerns ( Bellamy and Lezaun, 2015 ).",DIS,Bellamy,ORG,176,183,,,,
5629,/Users/pm286/projects/semanticClimate/climate_justice/PMC9535969/sections/2_body/4_5._discussion/6_p.xml,"In the case of our FGs, and although Group IV included academics with pre-existing knowledge on geoengineering, we didn’t explicitly invite experts to support us in the preparation of these exercises.",DIS,Group IV,ORG,37,45,,,,
