anchor,a_text,target,t_text
montreal_protocol,"The Montreal Protocol on Substances that Deplete the Ozone Layer was adopted in Montreal in 1987, an",climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously a"
montreal_protocol,"The Montreal Protocol on Substances that Deplete the Ozone Layer was adopted in Montreal in 1987, an",greenhouse_gases__ghgs_,"  Greenhouse gases (GHGs)  Gaseous constituents of the  atmosphere , both natural and  anthropogenic"
natural_variability,See  Climate variability .,climate_variability,  Climate variability  Deviations of  climate  variables from a given mean state (including the occu
near-surface_permafrost,See  Permafrost .,permafrost,"  Permafrost  Ground (soil or rock, and included ice and organic material) that remains at or below "
negative_greenhouse_gas_emissions,"Removal of  greenhouse gases (GHGs)  from the  atmosphere  by deliberate human activities, that is, ",greenhouse_gases__ghgs_,"  Greenhouse gases (GHGs)  Gaseous constituents of the  atmosphere , both natural and  anthropogenic"
negative_greenhouse_gas_emissions,"Removal of  greenhouse gases (GHGs)  from the  atmosphere  by deliberate human activities, that is, ",atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
negative_greenhouse_gas_emissions,"Removal of  greenhouse gases (GHGs)  from the  atmosphere  by deliberate human activities, that is, ",carbon_cycle,"  Carbon cycle  The flow of carbon (in various forms, e.g., as  carbon dioxide (CO 2 ) , carbon in b"
negative_greenhouse_gas_emissions,"Removal of  greenhouse gases (GHGs)  from the  atmosphere  by deliberate human activities, that is, ",carbon_dioxide_removal__cdr_,  Carbon dioxide removal (CDR)  Anthropogenic  activities removing  carbon dioxide (CO 2 )  from the
negative_greenhouse_gas_emissions,"Removal of  greenhouse gases (GHGs)  from the  atmosphere  by deliberate human activities, that is, ",net_negative_greenhouse_gas_emissions,  Net negative greenhouse gas emissions  A situation of net negative greenhouse gas emissions is ach
negative_greenhouse_gas_emissions,"Removal of  greenhouse gases (GHGs)  from the  atmosphere  by deliberate human activities, that is, ",net_zero_co,  Net zero CO 2 emissions  Condition in which anthropogenic  carbon dioxide (CO 2 )  emissions are b
negative_greenhouse_gas_emissions,"Removal of  greenhouse gases (GHGs)  from the  atmosphere  by deliberate human activities, that is, ",emissions,"  Emissions  See  Cumulative emissions ,  Anthropogenic emissions ,  Fossil fuel emissions ,  Non-CO"
net_negative_greenhouse_gas_emissions,A situation of net negative greenhouse gas emissions is achieved when metric-weighted anthropogenic ,net_zero_co,  Net zero CO 2 emissions  Condition in which anthropogenic  carbon dioxide (CO 2 )  emissions are b
net_negative_greenhouse_gas_emissions,A situation of net negative greenhouse gas emissions is achieved when metric-weighted anthropogenic ,emissions,"  Emissions  See  Cumulative emissions ,  Anthropogenic emissions ,  Fossil fuel emissions ,  Non-CO"
net_negative_greenhouse_gas_emissions,A situation of net negative greenhouse gas emissions is achieved when metric-weighted anthropogenic ,net_zero_greenhouse_gas_emissions,  Net zero greenhouse gas emissions  Condition in which metric-weighted anthropogenic  greenhouse ga
net_negative_greenhouse_gas_emissions,A situation of net negative greenhouse gas emissions is achieved when metric-weighted anthropogenic ,negative_greenhouse_gas_emissions,  Negative greenhouse gas emissions  Removal of  greenhouse gases (GHGs)  from the  atmosphere  by d
net_negative_greenhouse_gas_emissions,A situation of net negative greenhouse gas emissions is achieved when metric-weighted anthropogenic ,carbon_dioxide_removal__cdr_,  Carbon dioxide removal (CDR)  Anthropogenic  activities removing  carbon dioxide (CO 2 )  from the
net_negative_greenhouse_gas_emissions,A situation of net negative greenhouse gas emissions is achieved when metric-weighted anthropogenic ,greenhouse_gas_emission_metric,  Greenhouse gas emission metric  A simplified relationship used to quantify the effect of emitting 
net_primary_production__npp_,See  Primary production .,primary_production,"  Primary production  The synthesis of organic compounds by plants and microbes, on land or in the  "
net_zero_co,2 emissions  Condition in which anthropogenic  carbon dioxide (CO 2 )  emissions are balanced by ant,carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
net_zero_co,2 emissions  Condition in which anthropogenic  carbon dioxide (CO 2 )  emissions are balanced by ant,carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
nitrogen_deposition,Nitrogen deposition is defined as the nitrogen transferred from the  atmosphere  to the Earth’s surf,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
nitrous_oxide__n,"2 O)  The main  anthropogenic  source of N 2 O, a greenhouse gas (GHG), is agriculture (soil and ani",anthropogenic,  Anthropogenic  Resulting from or produced by human activities.
non-co,2 emissions and radiative forcing  Non-CO 2 emissions included in this report are all  anthropogenic,anthropogenic_emissions,"  Anthropogenic emissions  Emissions of  greenhouse gases (GHGs) ,  precursors  of GHGs and  aerosol"
non-co,2 emissions and radiative forcing  Non-CO 2 emissions included in this report are all  anthropogenic,carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
non-co,2 emissions and radiative forcing  Non-CO 2 emissions included in this report are all  anthropogenic,carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
non-co,2 emissions and radiative forcing  Non-CO 2 emissions included in this report are all  anthropogenic,radiative_forcing,"  Radiative forcing  The change in the net, downward minus upward, radiative  flux  (expressed in W "
non-co,2 emissions and radiative forcing  Non-CO 2 emissions included in this report are all  anthropogenic,methane__ch,  Methane (CH 4 )  The greenhouse gas methane is the major component of natural gas and associated w
non-co,2 emissions and radiative forcing  Non-CO 2 emissions included in this report are all  anthropogenic,ozone__o,"  Ozone (O 3 )  The triatomic form of oxygen, and a gaseous  atmospheric  constituent. In the  tropo"
non-co,2 emissions and radiative forcing  Non-CO 2 emissions included in this report are all  anthropogenic,precursors,"  Precursors  Atmospheric compounds that are not  greenhouse gases (GHGs)  or  aerosols , but that h"
non-co,2 emissions and radiative forcing  Non-CO 2 emissions included in this report are all  anthropogenic,nitrous_oxide__n,"  Nitrous oxide (N 2 O)  The main  anthropogenic  source of N 2 O, a greenhouse gas (GHG), is agricu"
non-co,2 emissions and radiative forcing  Non-CO 2 emissions included in this report are all  anthropogenic,albedo,"  Albedo  The proportion of sunlight ( solar radiation ) reflected by a surface or object, often exp"
non-linearity,A process is called non-linear when there is no simple proportional relation between cause and effec,climate_system,"  Climate system  The global system consisting of five major components: the  atmosphere , the  hydr"
non-linearity,A process is called non-linear when there is no simple proportional relation between cause and effec,abrupt_climate_change,  Abrupt climate change  A large-scale  abrupt change  in the climate system that takes place over a
non-methane_volatile_organic_compounds__nmvocs_,See  Volatile organic compounds (VOCs) .,volatile_organic_compounds__vocs_,  Volatile organic compounds (VOCs)  Important class of organic chemical air pollutants that are vol
